Crop Category,DateRecv,Entered,ID,EnteredBy,DocNum,CardCode,Ship to,Batch #,ItemCode,Description,ItmsGrpNam,WhsCode,Project,Quantity,Affected,Percent,$ Amt,PulpTemp,TruckTemp,Issue1,Issue2,Issue3,Notes,Status,Complaint Category 1,Complaint Category 2,Complaint Category 3,PRODUCTION ZONE,ZONE PACK,PACK ZONE,ZONE SHIP,ZONE AGING,RECEIVED @ WAREHOUSE,AGE @ JF RECEIVING,JF FACILITY (LAW/SSF),SHIP TO CUST,TOTAL AGING,DAYS TO COMPLAINT,AGE @ TIME OF COMPLAINT,PO #,INCOMING QUAL SCORE,RECEIVING TEMP,Color,QUALITY DEFECT,,CONDICTIONAL DEFECT 1,,CONDITIONAL DEFECT 2,,SERIOUS CONDITIONAL  DEFECT 1,,SERIOUS CONDITIONAL  DEFECT 2,,QC REP
TOMATO,7/27/17,07/28/2017,2917,63,546648,OGC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",508618,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,60,23,38.33%,425.50,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,20-Jul-2017,BCNVEN,20-Jul-2017,1 ,21-Jul-2017,2 ,LA1,23-Jul-2017,4 ,5 ,9 ,52056 ,98,76,5,SCARRING,2%,DISCOLORATION,2%,SOFTNESS,0.67%,N/A,0%,N/A,0%,NG
HERBS,7/28/17,07/28/2017,2918,149,546974,GGI,"377 COUNTY RT. 12_x000D__x000D_NEW HAMPTON, NY  10958",508490,dil8,dill lb bulk,dill,LA1,JF,75,75,100.00%,300.00,,,Yellowing Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,LEVVEN,19-Jul-2017,LEVVEN,19-Jul-2017,1 ,21-Jul-2017,2 ,LA1,24-Jul-2017,6 ,5 ,11 ,52046 ,48,41,N/A,N/A,0%,DISCOLORATION,29.33%,N/A,0%,DEHYDRATION/WILT,10%,YELLOWING,6%,NG
HERBS,7/28/17,07/28/2017,2919,149,548168,CHCMAD,"1 WEST TOWNE MALL_x000D__x000D_MADISON, WI  53719",509397,arb7,baby arugula lb bag,baby arugula - jf,LA1,JF,9,9,100.00%,29.70,,,Insect Damage,,,,Rejected,QUALITY,,,LEVVEN,19-Jul-2017,LEVVEN,19-Jul-2017,1 ,20-Jul-2017,2 ,LA1,27-Jul-2017,9,2 ,11,299049 ,89,46,N/A,INSECT DAMAGE,10.67%,MECH DAMAGE,2%,N/A,0%,DEHYDRATION/WILT,3.33%,N/A,0%,NG
TOMATO,7/28/17,07/28/2017,2920,63,547567,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",508773,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,120,117,97.50%,"2,398.50",,,Decay,Soft,,,Protected,SERIOUS CONDITIONAL,,,BCN,21-Jul-2017,BCNVEN,21-Jul-2017,1 ,23-Jul-2017,3 ,LA1,24-Jul-2017,4 ,5 ,9 ,52087 ,95,78,6,INSECT DAMAGE,2%,DISCOLORATION,5.33%,SOFTNESS,1.33%,DEHYDRATION/SHRIVEL,0.67%,N/A,0%,NG
TOMATO,7/28/17,07/28/2017,2920,63,547567,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",508850,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,120,3,2.50%,61.50,,,Decay,Soft,,,Protected,SERIOUS CONDITIONAL,,,BCN,21-Jul-2017,BCNVEN,21-Jul-2017,1 ,23-Jul-2017,3 ,LA1,24-Jul-2017,4 ,5 ,9 ,52089 ,94,78,6,SCARRING,2%,DISCOLORATION,6.67%,SOFTNESS,1.33%,DEHYDRATION/SHRIVEL,0.67%,N/A,0%,NG
HERBS,7/28/17,07/28/2017,2921,63,547751,RIC,"2555 3RD STREET_x000D_SUITE 210_x000D_SACRAMENTO, CA  95818",508881,bas8,basil lb bulk,basil,SF1,JF,50,50,100.00%,162.50,,,Discoloration,,,,Unknown,QUALITY,,,YUMOR1,N/A,EXTERNAL VENDOR,N/A,N/A,22-Jul-2017,N/A,SF1,27-Jul-2017,6 ,2 ,8 ,52105 ,80,55,N/A,N/A,0%,INSECT PRESENCE/SEVERE INSECT DAMAGE,3.33%,MECH DAMAGE,32.67%,N/A,0%,N/A,0%,NG
HERBS,7/31/17,07/31/2017,2922,149,547748,NBP,"2085 JERROLD ST._x000D__x000D_SAN FRANCISCO, CA  94124",508881,bas1,basil dz bunches,basil,SF1,JF,16,8,50.00%,94.80,,,Wilt (Leafy Green),Black Leaves,,,Rejected,CONDITIONAL,SERIOUS CONDITIONAL,,YUMOR1,N/A,EXTERNAL VENDOR,N/A,N/A,22-Jul-2017,N/A,SF1,27-Jul-2017,6,5 ,11,52105 ,80,55,N/A,N/A,0%,INSECT PRESENCE/SEVERE INSECT DAMAGE,3.33%,MECH DAMAGE,32.67%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2923,63,548493,JOM,"4501 E 49th street_x000D__x000D_Vernon,   90021",509570,YPF,YELLOW PEAR 12 HALF PINT FAIRTRADE,YELLOW PEAR,LA1,BCN,10,10,100.00%,190.50,,,Soft,,,,Rejected,SERIOUS CONDITIONAL,,,BCN,26-Jul-2017,BCNVEN,26-Jul-2017,1 ,27-Jul-2017,2 ,LA1,30-Jul-2017,5 ,2 ,7 ,52177 ,74,77,N/A,UNDERSIZED,4%,DISCOLORATION,5.33%,SOFTNESS,1.33%,DEHYDRATION/SHRIVEL,8.67%,N/A,0%,NG
HERBS,7/31/17,07/31/2017,2924,63,547985,INF,"7953 N.W. 21ST STREET_x000D__x000D_MIAMI, FL  33122-1616",509520,btop,basil tops 1lbs loose,basil,LA1,JFM,940,400,42.55%,"1,600.00",65,,Discoloration,Spotting,Dehydration (Leafy Green),,Protected,QUALITY,SERIOUS CONDITIONAL,,SJD,24-Jul-2017,SJDVEN,24-Jul-2017,1,26-Jul-2017,3,LA1,27-Jul-2017,4,5 ,9,52147 ,57,53,N/A,INSECT DAMAGE,10%,DISCOLORATION,16.67%,MECH DAMAGE,60%,N/A,0%,N/A,0%,NG
HERBS,7/31/17,07/31/2017,2924,63,547985,INF,"7953 N.W. 21ST STREET_x000D__x000D_MIAMI, FL  33122-1616",509564,btop,basil tops 1lbs loose,basil,LA1,JFM,940,340,36.17%,"1,360.00",65,,Discoloration,Spotting,Dehydration (Leafy Green),,Protected,QUALITY,SERIOUS CONDITIONAL,,BCN,25-Jul-2017,BCNVEN,25-Jul-2017,1 ,26-Jul-2017,2 ,LA1,27-Jul-2017,3 ,5 ,8 ,52152 ,73,51,N/A,N/A,0%,DISCOLORATION,20%,MECH DAMAGE,14.67%,N/A,0%,N/A,0%,NG
HERBS,7/31/17,07/31/2017,2924,63,547985,INF,"7953 N.W. 21ST STREET_x000D__x000D_MIAMI, FL  33122-1616",509565,btop,basil tops 1lbs loose,basil,LA1,JFM,940,200,21.28%,800.00,65,,Discoloration,Spotting,Dehydration (Leafy Green),,Protected,QUALITY,SERIOUS CONDITIONAL,,BCN,25-Jul-2017,BCNVEN,25-Jul-2017,1 ,26-Jul-2017,2 ,LA1,27-Jul-2017,3 ,5 ,8 ,52152 ,72,51,N/A,N/A,0%,DISCOLORATION,22.67%,MECH DAMAGE,18.67%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2925,63,547705,PRF,"920 5th STREET_x000D__x000D_PARK HILLS, MO  63601",509157,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,480,120,25.00%,"1,260.00",,,Shrivel (Fruit),Soft,Decay,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,24-Jul-2017,BCNVEN,24-Jul-2017,1 ,25-Jul-2017,2 ,LA1,26-Jul-2017,3 ,6 ,9 ,52120 ,70,79,6,SCARRING,2%,SOFTNESS,5.33%,N/A,0%,DEHYDRATION/SHRIVEL,6.67%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2925,63,547705,PRF,"920 5th STREET_x000D__x000D_PARK HILLS, MO  63601",509158,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,480,120,25.00%,"1,260.00",,,Shrivel (Fruit),Soft,Decay,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,24-Jul-2017,BCNVEN,24-Jul-2017,1 ,25-Jul-2017,2 ,LA1,26-Jul-2017,3 ,6 ,9 ,52120 ,97,77,6,SCARRING,4%,DISCOLORATION,1.33%,SOFTNESS,2%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2925,63,547705,PRF,"920 5th STREET_x000D__x000D_PARK HILLS, MO  63601",509176,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,480,120,25.00%,"1,260.00",,,Shrivel (Fruit),Soft,Decay,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,24-Jul-2017,BCNVEN,24-Jul-2017,1 ,25-Jul-2017,2 ,LA1,26-Jul-2017,3 ,6 ,9 ,52120 ,89,60,6,OVERSIZED,5.33%,DISCOLORATION,10%,SOFTNESS,2%,DEHYDRATION/SHRIVEL,1.33%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2925,63,547705,PRF,"920 5th STREET_x000D__x000D_PARK HILLS, MO  63601",509182,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,480,120,25.00%,"1,260.00",,,Shrivel (Fruit),Soft,Decay,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,24-Jul-2017,BCNVEN,24-Jul-2017,1 ,25-Jul-2017,2 ,LA1,26-Jul-2017,3 ,6 ,9 ,52120 ,98,75,6,SCARRING,0.67%,DISCOLORATION,4%,SOFTNESS,0.67%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2926,63,548229,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",509756,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,25,25,100.00%,423.75,,,Soft,Color - High,,,Protected,QUALITY,,,BCN,27-Jul-2017,BCNVEN,27-Jul-2017,1 ,28-Jul-2017,2 ,LA1,30-Jul-2017,4 ,2 ,6 ,52197 ,94,56,6,UNDERSIZED,6.67%,DISCOLORATION,4%,SOFTNESS,3.33%,N/A,0%,N/A,0%,NG
VEGETABLES,7/31/17,07/31/2017,2927,63,548052,RDW,"1940 Ridgeway Street_x000D__x000D_Hammond, WI  54015",508272,MBP12,SWEET PEPPER MEDLEY 12CT 16OZ BAG,MINI PEPPER,LA1,DCN,10,10,100.00%,285.00,,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,MCLDI1,N/A,EXTERNAL VENDOR,N/A,N/A,18-Jul-2017,N/A,LA1,28-Jul-2017,11 ,4 ,15 ,299319 ,84,44,N/A,SCARRING,15.33%,DISCOLORATION,14.67%,N/A,0%,DEHYDRATION/SHRIVEL,2%,N/A,0%,NG
VEGETABLES,7/31/17,07/31/2017,2927,63,548052,RDW,"1940 Ridgeway Street_x000D__x000D_Hammond, WI  54015",508362,MBP12,SWEET PEPPER MEDLEY 12CT 16OZ BAG,MINI PEPPER,LA1,MHS,10,10,100.00%,285.00,,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,MHS,19-Jul-2017,MHSVEN,19-Jul-2017,1 ,19-Jul-2017,1 ,LA1,28-Jul-2017,10 ,4 ,14 ,52009 ,89,51,N/A,SCARRING,6%,DISCOLORATION,11.33%,N/A,0%,DECAY,0.67%,DEHYDRATION/SHRIVEL,0.67%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508418,MXT3,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,BCN,200,83,41.50%,"2,241.00",44,,Shrivel (Fruit),Mold,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,19-Jul-2017,BCNVEN,19-Jul-2017,1 ,20-Jul-2017,2 ,LA1,26-Jul-2017,8 ,6 ,14 ,52031 ,96,77,N/A,SCARRING,2.67%,DISCOLORATION,3.33%,SOFTNESS,4%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508679,MXT3,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,BCN,200,100,50.00%,"2,700.00",44,,Shrivel (Fruit),Mold,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,20-Jul-2017,BCNVEN,20-Jul-2017,1 ,21-Jul-2017,2 ,LA1,26-Jul-2017,7 ,6 ,13 ,52055 ,86,80,N/A,SCARRING,2%,DISCOLORATION,5.33%,SOFTNESS,1.33%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508950,MXT3,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,BCN,200,17,8.50%,459.00,44,,Shrivel (Fruit),Mold,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,22-Jul-2017,BCNVEN,22-Jul-2017,1 ,23-Jul-2017,2 ,LA1,26-Jul-2017,5 ,6 ,11 ,52094 ,98,78,N/A,SCARRING,2%,N/A,0%,N/A,0%,DEHYDRATION/SHRIVEL,0.67%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508726,CHT,CHERRY TOMATOES 12-1 DRY PT CLAMS,RED CHERRY,LA1,BCN,360,95,26.39%,"1,520.00",44,,Mold,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,21-Jul-2017,BCNVEN,21-Jul-2017,1 ,21-Jul-2017,1 ,LA1,26-Jul-2017,6 ,6 ,12 ,52055 ,96,74,5,SCARRING,2.67%,DISCOLORATION,4%,SOFTNESS,2.67%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508820,CHT,CHERRY TOMATOES 12-1 DRY PT CLAMS,RED CHERRY,LA1,BCN,360,120,33.33%,"1,920.00",44,,Mold,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,21-Jul-2017,BCNVEN,21-Jul-2017,1 ,23-Jul-2017,3 ,LA1,26-Jul-2017,6 ,6 ,12 ,52089 ,97,78,5,INSECT DAMAGE,2%,DISCOLORATION,2.67%,SOFTNESS,1.33%,N/A,0%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508925,CHT,CHERRY TOMATOES 12-1 DRY PT CLAMS,RED CHERRY,LA1,BCN,360,120,33.33%,"1,920.00",44,,Mold,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,22-Jul-2017,BCNVEN,22-Jul-2017,1 ,23-Jul-2017,2 ,LA1,26-Jul-2017,5 ,6 ,11 ,52090 ,96,70,6,SCARRING,2%,SOFTNESS,3.33%,N/A,0%,UNHEALED CUTS/SPLITS,0.67%,N/A,0%,NG
TOMATO,7/31/17,07/31/2017,2928,63,547328,CAI,"LAKELAND, FL",508954,CHT,CHERRY TOMATOES 12-1 DRY PT CLAMS,RED CHERRY,LA1,BCN,360,25,6.94%,400.00,44,,Mold,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,22-Jul-2017,BCNVEN,22-Jul-2017,1 ,23-Jul-2017,2 ,LA1,26-Jul-2017,5 ,6 ,11 ,52094 ,95,77,5,SCARRING,5.33%,DISCOLORATION,2.67%,SOFTNESS,2%,DEHYDRATION/SHRIVEL,0.67%,N/A,0%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509531,ros8,rosemary lb bulk,rosemary,SF1,JF,160,160,100.00%,520.00,106,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,LEVVEN,26-Jul-2017,LEVVEN,26-Jul-2017,1 ,27-Jul-2017,1 ,SF1,29-Jul-2017,4 ,4 ,8 ,52150 ,63,54,N/A,UNDERSIZED,7.33%,DISCOLORATION,15.33%,MECH DAMAGE,5.33%,YELLOWING,10%,N/A,0%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509846,thy8,thyme lb bulk,thyme,SF1,JF,120,120,100.00%,540.00,,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,WILVEN,28-Jul-2017,WILVEN,28-Jul-2017,1 ,28-Jul-2017,1 ,SF1,29-Jul-2017,2 ,4 ,6 ,52201 ,N/A,N/A,N/A,N/A,0%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509515,chi8,chive lb bulk,chives,SF1,JF,20,20,100.00%,120.00,,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,WATVEN,26-Jul-2017,WATVEN,26-Jul-2017,1 ,27-Jul-2017,2 ,SF1,29-Jul-2017,4 ,4 ,8 ,52150 ,81,45,N/A,OVERSIZED,8.67%,DISCOLORATION,7.33%,MECH DAMAGE,3.33%,YELLOWING,4%,N/A,0%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509864,dil8,dill lb bulk,dill,SF1,JF,120,120,100.00%,390.00,,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,LEVVEN,28-Jul-2017,LEVVEN,28-Jul-2017,1 ,31-Jul-2017,4 ,SF1,29-Jul-2017,2 ,4 ,6 ,52201 ,71,46,N/A,OVERSIZED,14.67%,DISCOLORATION,2.67%,MECH DAMAGE,1.33%,DEHYDRATION/WILT,6.67%,YELLOWING,4.67%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509804,spm8,spearmint lb bulk,spearmint,SF1,JF,280,280,100.00%,910.00,64,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,OJAFA1,N/A,EXTERNAL VENDOR,N/A,N/A,28-Jul-2017,N/A,SF1,29-Jul-2017,2 ,4 ,6 ,52212 ,37,47,N/A,INSECT DAMAGE,19.33%,DISCOLORATION,29.33%,MECH DAMAGE,17.33%,DEHYDRATION/WILT,6%,YELLOWING,4.67%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509715,bas8,basil lb bulk,basil,SF1,JF,200,200,100.00%,650.00,,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,FREVEN,27-Jul-2017,FREVEN,27-Jul-2017,1 ,28-Jul-2017,2 ,SF1,29-Jul-2017,3 ,4 ,7 ,52180 ,64,65,N/A,FLOWERS,28.67%,DISCOLORATION,14%,MECH DAMAGE,12%,YELLOWING,1.33%,DISEASE PRESENCE,4%,NG
HERBS,8/1/17,08/01/2017,2929,63,547782,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",509516,sag8,sage lb bulk,sage,SF1,JF,40,40,100.00%,180.00,,,Temp. Abuse,,,,Rejected,SHIPPING/TRANSPORTATION,,,WATVEN,26-Jul-2017,WATVEN,26-Jul-2017,1 ,27-Jul-2017,2 ,SF1,29-Jul-2017,4 ,4 ,8 ,52150 ,76,52,N/A,INSECT DAMAGE,14.67%,DISCOLORATION,2.67%,MECH DAMAGE,11.33%,DEHYDRATION/WILT,2.67%,YELLOWING,2.67%,NG
TOMATO,8/1/17,08/01/2017,2930,63,548059,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",508900,MXF,MIXED MEDLEY 12 HALF PINT FAIRTRADE,MIXED CHERRY,LA1,BCN,160,18,11.25%,135.00,,,Shrivel (Fruit),Mold,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,22-Jul-2017,BCNVEN,22-Jul-2017,1 ,23-Jul-2017,2 ,LA1,28-Jul-2017,7 ,5 ,12 ,52090 ,94,75,N/A,SCARRING,6%,DISCOLORATION,6.67%,SOFTNESS,2%,N/A,0%,N/A,0%,NG
TOMATO,8/1/17,08/01/2017,2930,63,548059,AMC,"3000 S. ASHLAND AVENUE_x000D_SUITE 100_x000D_CHIGAGO, IL  60608",508905,MXF,MIXED MEDLEY 12 HALF PINT FAIRTRADE,MIXED CHERRY,LA1,BCN,160,142,88.75%,"1,065.00",,,Shrivel (Fruit),Mold,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,22-Jul-2017,BCNVEN,22-Jul-2017,1 ,23-Jul-2017,2 ,LA1,28-Jul-2017,7 ,5 ,12 ,52090 ,93,75,N/A,SCARRING,5.33%,DISCOLORATION,7.33%,SOFTNESS,3.33%,N/A,0%,N/A,0%,NG
TOMATO,8/1/17,08/01/2017,2931,63,548198,SAF,"PHOENIX, AZ",509630,HXF,HEIRLOOM CHERRY MIX 12 PINT FAIRTRADE,MIXED CHERRY,LA1,BCN,12,12,100.00%,378.00,,,Shrivel (Fruit),,,,Rejected,CONDITIONAL,,,BCN,27-Jul-2017,BCNVEN,27-Jul-2017,1 ,28-Jul-2017,2 ,LA1,30-Jul-2017,4 ,3 ,7 ,52195 ,89,56,N/A,UNDERSIZED,17.33%,DISCOLORATION,7.33%,SOFTNESS,1.33%,UNHEALED CUTS/SPLITS,0.67%,N/A,0%,NG
TOMATO,8/1/17,08/01/2017,2932,63,548261,EAR,"2101 JERROLD AVE_x000D_SUITE 100_x000D_SAN FRANCISCO, CA  94124-1603",510094,SUB,SUGAR PLUM 18LB LOOSE,GRAPE TOMATO,SF1,BCN,5,5,100.00%,150.00,,,Shrivel (Fruit),,,,Rejected,CONDITIONAL,,,BCN,31-Jul-2017,BCNVEN,31-Jul-2017,1 ,31-Jul-2017,0 ,LA1,31-Jul-2017,1 ,2 ,3 ,300546 ,92,75,6,SCARRING,4%,DISCOLORATION,5.33%,SOFTNESS,8.67%,N/A,0%,N/A,0%,NG
TOMATO,8/1/17,08/01/2017,2932,63,548261,EAR,"2101 JERROLD AVE_x000D_SUITE 100_x000D_SAN FRANCISCO, CA  94124-1603",509445,HXF,HEIRLOOM CHERRY MIX 12 PINT FAIRTRADE,MIXED CHERRY,SF1,BCN,15,15,100.00%,322.50,,,Shrivel (Fruit),Soft,,,Rejected,CONDITIONAL,SERIOUS CONDITIONAL,,BCN,26-Jul-2017,BCNVEN,26-Jul-2017,1 ,27-Jul-2017,2 ,LA1,31-Jul-2017,6 ,2 ,8 ,52174 ,89,75,N/A,UNDERSIZED,8.67%,DISCOLORATION,5.33%,SOFTNESS,1.33%,DEHYDRATION/SHRIVEL,0.67%,UNHEALED CUTS/SPLITS,1.33%,NG
HERBS,8/1/17,08/02/2017,2933,63,547783,RIC,"2555 3RD STREET_x000D_SUITE 210_x000D_SACRAMENTO, CA  95818",509519,bas8,basil lb bulk,basil,SF1,JFM,300,75,25.00%,243.75,,,Decay,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,24-Jul-2017,SJDVEN,24-Jul-2017,1 ,26-Jul-2017,3 ,SF1,29-Jul-2017,6 ,4 ,10 ,52167 ,57,61,N/A,N/A,0%,DISCOLORATION,4%,MECH DAMAGE,66%,DECAY,0.67%,YELLOWING,0.67%,NG
HERBS,8/1/17,08/02/2017,2933,63,547783,RIC,"2555 3RD STREET_x000D_SUITE 210_x000D_SACRAMENTO, CA  95818",509563,bas8,basil lb bulk,basil,SF1,JFM,300,75,25.00%,243.75,,,Decay,,,,Rejected,SERIOUS CONDITIONAL,,,BCN,25-Jul-2017,BCNVEN,25-Jul-2017,1 ,26-Jul-2017,2 ,SF1,29-Jul-2017,5 ,4 ,9 ,52170 ,81,55,N/A,INSECT DAMAGE,6%,DISCOLORATION,7.33%,MECH DAMAGE,7.33%,DISEASE PRESENCE,3.33%,N/A,0%,NG
HERBS,8/2/17,08/02/2017,2934,149,547832,GGI,"377 COUNTY RT. 12_x000D__x000D_NEW HAMPTON, NY  10958",509848,dil8,dill lb bulk,dill,LA1,JF,75,37,49.33%,148.00,,,Wilt (Leafy Green),Yellowing Leaves,,,Rejected,CONDITIONAL,SERIOUS CONDITIONAL,,HERIN1,N/A,EXTERNAL VENDOR,N/A,N/A,28-Jul-2017,N/A,LA1,31-Jul-2017,4 ,3 ,7 ,299781 ,40,56,N/A,N/A,0%,DISCOLORATION,80%,N/A,0%,YELLOWING,3.33%,N/A,0%,NG
HERBS,8/2/17,08/02/2017,2934,149,547832,GGI,"377 COUNTY RT. 12_x000D__x000D_NEW HAMPTON, NY  10958",509961,spm8,spearmint lb bulk,spearmint,LA1,JF,75,75,100.00%,243.75,,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,OJAFA1,N/A,EXTERNAL VENDOR,N/A,N/A,29-Jul-2017,N/A,LA1,31-Jul-2017,3 ,3 ,6 ,299770 ,66,44,N/A,INSECT DAMAGE,12.5%,DISCOLORATION,10%,MECH DAMAGE,12.5%,DEHYDRATION/WILT,8%,N/A,0%,NG
HERBS,8/2/17,08/02/2017,2935,63,548563,INF,"34 Market Street_x000D_door 50_x000D_Everett, MA  02149",509610,bas8,basil lb bulk,basil,LA1,JFM,500,500,100.00%,"2,000.00",,,Black Leaves,Spotting,Dehydration (Leafy Green),,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,YUMOR1,N/A,EXTERNAL VENDOR,N/A,N/A,27-Jul-2017,N/A,LA1,31-Jul-2017,5 ,3 ,8 ,300080 ,64,61,N/A,N/A,0%,DISCOLORATION,20%,INSECT PRESENCE/SEVERE INSECT DAMAGE,39%,N/A,0%,N/A,0%,NG
HERBS,8/2/17,08/02/2017,2936,149,547850,VEG,"2101 JERROLD AVE._x000D_SUITE 110_x000D_SAN FRANCISCO, CA  94124",509372,bas1,basil dz bunches,basil,SF1,JF,25,24,96.00%,284.40,,,Wilt (Leafy Green),,,,Rejected,CONDITIONAL,,,MOUSP1,N/A,EXTERNAL VENDOR,N/A,N/A,25-Jul-2017,N/A,SF1,31-Jul-2017,7,3 ,10,52144 ,70,54,N/A,INSECT DAMAGE,8%,INSECT PRESENCE/SEVERE INSECT DAMAGE,9.33%,MECH DAMAGE,17.33%,DECAY,2%,WETNESS,2.67%,NG
TOMATO,8/2/17,08/03/2017,2937,63,548473,VFF,"1400 W. RICON STREET_x000D__x000D_CORONA, CA  92880",510187,CHO,RED CHERRY OPEN PINT 12CT,RED CHERRY,LA1,BCN,360,120,33.33%,"2,040.00",,,Color - High,Soft,,,Rejected,QUALITY,SERIOUS CONDITIONAL,,BCN,31-Jul-2017,BCNVEN,31-Jul-2017,1 ,1-Aug-2017,2 ,LA1,2-Aug-2017,3 ,1 ,4 ,52259 ,92,56,5,OVERSIZED,12.67%,DISCOLORATION,6%,SOFTNESS,1.33%,N/A,0%,N/A,0%,NG
